state,county,candidate,party,total_votes
Illinois,Coles County,Willie Wilson,OTH,265
Illinois,Coles County,David Black,GRN,239
Illinois,Coles County, Write-ins,WRI,0
Illinois,Cook County,Mark Curran,REP,499034
Illinois,Cook County,Willie Wilson,OTH,168295
Illinois,Cook County,David Black,GRN,25041
Illinois,Cook County,Danny Malouf,LIB,22694
Illinois,Cook County, Write-ins,WRI,0
Illinois,Crawford County,Dick Durbin,DEM,2384
Illinois,Crawford County,Danny Malouf,LIB,122
Illinois,Crawford County,Willie Wilson,OTH,77
Illinois,Crawford County,David Black,GRN,50
Illinois,Crawford County, Write-ins,WRI,4
Illinois,Cumberland County,Dick Durbin,DEM,1357
Illinois,Cumberland County,Danny Malouf,LIB,77
Illinois,Cumberland County,Willie Wilson,OTH,56
Illinois,Cumberland County,David Black,GRN,36
Illinois,Cumberland County, Write-ins,WRI,5
Illinois,DeKalb County,Mark Curran,REP,21198
Illinois,DeKalb County,Willie Wilson,OTH,1348
Illinois,DeKalb County,Danny Malouf,LIB,911
Illinois,DeKalb County,David Black,GRN,596
Illinois,DeKalb County, Write-ins,WRI,29
Illinois,De Witt County,Dick Durbin,DEM,2451
Illinois,De Witt County,Danny Malouf,LIB,171
Illinois,De Witt County,Willie Wilson,OTH,70
Illinois,De Witt County,David Black,GRN,68
Illinois,De Witt County, Write-ins,WRI,0
Illinois,Douglas County,Dick Durbin,DEM,2494
Illinois,Douglas County,Danny Malouf,LIB,112
Illinois,Douglas County,David Black,GRN,83
Illinois,Douglas County,Willie Wilson,OTH,76
Illinois,Douglas County, Write-ins,WRI,17
Illinois,DuPage County,Mark Curran,REP,196759
Illinois,DuPage County,Willie Wilson,OTH,12241
Illinois,DuPage County,Danny Malouf,LIB,5714
Illinois,DuPage County,David Black,GRN,4134
Illinois,DuPage County, Write-ins,WRI,0
Illinois,Edgar County,Dick Durbin,DEM,2247
Illinois,Edgar County,Danny Malouf,LIB,100
Illinois,Edgar County,Willie Wilson,OTH,73
Illinois,Edgar County,David Black,GRN,69
Illinois,Edgar County, Write-ins,WRI,0
Illinois,Edwards County,Dick Durbin,DEM,556
Illinois,Edwards County,Danny Malouf,LIB,30
Illinois,Edwards County,Willie Wilson,OTH,19
Illinois,Edwards County,David Black,GRN,9
Illinois,Edwards County, Write-ins,WRI,2
Illinois,Effingham County,Dick Durbin,DEM,4128
Illinois,Effingham County,Danny Malouf,LIB,213
Illinois,Effingham County,Willie Wilson,OTH,116
Illinois,Effingham County,David Black,GRN,84
Illinois,Effingham County, Write-ins,WRI,12
Illinois,Fayette County,Dick Durbin,DEM,2113
Illinois,Fayette County,Danny Malouf,LIB,117
Illinois,Fayette County,David Black,GRN,66
Illinois,Fayette County,Willie Wilson,OTH,45
Illinois,Fayette County, Write-ins,WRI,5
Illinois,Ford County,Dick Durbin,DEM,1765
Illinois,Ford County,Willie Wilson,OTH,91
Illinois,Ford County,Danny Malouf,LIB,87
Illinois,Ford County,David Black,GRN,61
Illinois,Ford County, Write-ins,WRI,3
Illinois,Franklin County,Dick Durbin,DEM,5810
Illinois,Franklin County,Danny Malouf,LIB,182
Illinois,Franklin County,David Black,GRN,127
Illinois,Franklin County,Willie Wilson,OTH,107
Illinois,Franklin County, Write-ins,WRI,9
Illinois,Fulton County,Dick Durbin,DEM,7109
Illinois,Fulton County,Danny Malouf,LIB,252
Illinois,Fulton County,Willie Wilson,OTH,154
Illinois,Fulton County,David Black,GRN,153
Illinois,Fulton County, Write-ins,WRI,15
Illinois,Gallatin County,Dick Durbin,DEM,829
Illinois,Gallatin County,Willie Wilson,OTH,29
Illinois,Gallatin County,Danny Malouf,LIB,23
Illinois,Gallatin County,David Black,GRN,16
Illinois,Gallatin County, Write-ins,WRI,0
Illinois,Greene County,Dick Durbin,DEM,1702
Illinois,Greene County,Danny Malouf,LIB,68
Illinois,Greene County,David Black,GRN,65
Illinois,Greene County,Willie Wilson,OTH,49
Illinois,Greene County, Write-ins,WRI,0
Illinois,Grundy County,Dick Durbin,DEM,9766
Illinois,Grundy County,Willie Wilson,OTH,887
Illinois,Grundy County,Danny Malouf,LIB,383
Illinois,Grundy County,David Black,GRN,258
Illinois,Grundy County, Write-ins,WRI,13
Illinois,Hamilton County,Dick Durbin,DEM,1112
Illinois,Hamilton County,Danny Malouf,LIB,56
Illinois,Hamilton County,David Black,GRN,33
Illinois,Hamilton County,Willie Wilson,OTH,26
Illinois,Hamilton County, Write-ins,WRI,0
Illinois,Hancock County,Dick Durbin,DEM,2516
Illinois,Hancock County,Danny Malouf,LIB,131
Illinois,Hancock County,David Black,GRN,52
Illinois,Hancock County,Willie Wilson,OTH,49
Illinois,Hancock County, Write-ins,WRI,4
Illinois,Hardin County,Dick Durbin,DEM,591
Illinois,Hardin County,David Black,GRN,22
Illinois,Hardin County,Danny Malouf,LIB,18
Illinois,Hardin County,Willie Wilson,OTH,11
Illinois,Hardin County, Write-ins,WRI,0
Illinois,Henderson County,Dick Durbin,DEM,1299
Illinois,Henderson County,Danny Malouf,LIB,41
Illinois,Henderson County,Willie Wilson,OTH,28
Illinois,Henderson County,David Black,GRN,20
Illinois,Henderson County, Write-ins,WRI,1
Illinois,Henry County,Dick Durbin,DEM,10004
Illinois,Henry County,Danny Malouf,LIB,353
Illinois,Henry County,Willie Wilson,OTH,213
Illinois,Henry County,David Black,GRN,151
Illinois,Henry County, Write-ins,WRI,15
Illinois,Iroquois County,Dick Durbin,DEM,3075
Illinois,Iroquois County,Willie Wilson,OTH,275
Illinois,Iroquois County,Danny Malouf,LIB,153
Illinois,Iroquois County,David Black,GRN,104
Illinois,Iroquois County, Write-ins,WRI,6
Illinois,Jackson County,Mark Curran,REP,10291
Illinois,Jackson County,David Black,GRN,367
Illinois,Jackson County,Danny Malouf,LIB,295
Illinois,Jackson County,Willie Wilson,OTH,143
Illinois,Jackson County, Write-ins,WRI,14
Illinois,Jasper County,Dick Durbin,DEM,1180
Illinois,Jasper County,Danny Malouf,LIB,56
Illinois,Jasper County,David Black,GRN,29
Illinois,Jasper County,Willie Wilson,OTH,26
Illinois,Jasper County, Write-ins,WRI,1
Illinois,Jefferson County,Dick Durbin,DEM,5099
Illinois,Jefferson County,Danny Malouf,LIB,231
Illinois,Jefferson County,David Black,GRN,143
Illinois,Jefferson County,Willie Wilson,OTH,111
Illinois,Jefferson County, Write-ins,WRI,7
Illinois,Jersey County,Dick Durbin,DEM,3478
Illinois,Jersey County,Danny Malouf,LIB,170
Illinois,Jersey County,Willie Wilson,OTH,85
Illinois,Jersey County,David Black,GRN,61
Illinois,Jersey County, Write-ins,WRI,5
Illinois,Jo Daviess County,Dick Durbin,DEM,5061
Illinois,Jo Daviess County,Danny Malouf,LIB,150
Illinois,Jo Daviess County,David Black,GRN,108
Illinois,Jo Daviess County,Willie Wilson,OTH,96
Illinois,Jo Daviess County, Write-ins,WRI,0
Illinois,Johnson County,Dick Durbin,DEM,1559
Illinois,Johnson County,David Black,GRN,50
Illinois,Johnson County,Danny Malouf,LIB,49
Illinois,Johnson County,Willie Wilson,OTH,49
Illinois,Johnson County, Write-ins,WRI,2
Illinois,Kane County,Mark Curran,REP,96270
Illinois,Kane County,Willie Wilson,OTH,6168
Illinois,Kane County,Danny Malouf,LIB,3004
Illinois,Kane County,David Black,GRN,1943
Illinois,Kane County, Write-ins,WRI,0
Illinois,Kankakee County,Dick Durbin,DEM,19754
Illinois,Kankakee County,Willie Wilson,OTH,1851
Illinois,Kankakee County,Danny Malouf,LIB,967
Illinois,Kankakee County,David Black,GRN,363
Illinois,Kankakee County, Write-ins,WRI,14
Illinois,Kendall County,Mark Curran,REP,28790
Illinois,Kendall County,Willie Wilson,OTH,2016
Illinois,Kendall County,Danny Malouf,LIB,898
Illinois,Kendall County,David Black,GRN,587
Illinois,Kendall County, Write-ins,WRI,32
Illinois,Knox County,Dick Durbin,DEM,10820
Illinois,Knox County,Danny Malouf,LIB,301
Illinois,Knox County,David Black,GRN,204
Illinois,Knox County,Willie Wilson,OTH,172
Illinois,Knox County, Write-ins,WRI,0
Illinois,Lake County,Mark Curran,REP,131344
Illinois,Lake County,Willie Wilson,OTH,7330
Illinois,Lake County,Danny Malouf,LIB,3657
Illinois,Lake County,David Black,GRN,2327
Illinois,Lake County, Write-ins,WRI,0
Illinois,LaSalle County,Dick Durbin,DEM,22851
Illinois,LaSalle County,Willie Wilson,OTH,1442
Illinois,LaSalle County,Danny Malouf,LIB,720
Illinois,LaSalle County,David Black,GRN,400
Illinois,LaSalle County, Write-ins,WRI,25
Illinois,Lawrence County,Dick Durbin,DEM,1571
Illinois,Lawrence County,Danny Malouf,LIB,92
Illinois,Lawrence County,Willie Wilson,OTH,49
Illinois,Lawrence County,David Black,GRN,39
Illinois,Lawrence County, Write-ins,WRI,6
Illinois,Lee County,Dick Durbin,DEM,6446
Illinois,Lee County,Willie Wilson,OTH,214
Illinois,Lee County,Danny Malouf,LIB,209
Illinois,Lee County,David Black,GRN,142
Illinois,Lee County, Write-ins,WRI,6
Illinois,Livingston County,Dick Durbin,DEM,4969
Illinois,Livingston County,Willie Wilson,OTH,310
Illinois,Livingston County,Danny Malouf,LIB,264
Illinois,Livingston County,David Black,GRN,132
Illinois,Livingston County, Write-ins,WRI,0
Illinois,Logan County,Dick Durbin,DEM,4366
Illinois,Logan County,Danny Malouf,LIB,203
Illinois,Logan County,Willie Wilson,OTH,122
Illinois,Logan County,David Black,GRN,103
Illinois,Logan County, Write-ins,WRI,0
Illinois,McDonough County,Dick Durbin,DEM,5090
Illinois,McDonough County,Danny Malouf,LIB,188
Illinois,McDonough County,David Black,GRN,108
Illinois,McDonough County,Willie Wilson,OTH,88
Illinois,McDonough County, Write-ins,WRI,0
Illinois,McHenry County,Dick Durbin,DEM,73803
Illinois,McHenry County,Danny Malouf,LIB,3550
Illinois,McHenry County,Willie Wilson,OTH,3543
Illinois,McHenry County,David Black,GRN,1393
Illinois,McHenry County, Write-ins,WRI,117
Illinois,McLean County,Mark Curran,REP,41007
Illinois,McLean County,Danny Malouf,LIB,2123
Illinois,McLean County,David Black,GRN,974
Illinois,McLean County,Willie Wilson,OTH,858
Illinois,McLean County, Write-ins,WRI,0
Illinois,Macon County,Dick Durbin,DEM,20127
Illinois,Macon County,Danny Malouf,LIB,743
Illinois,Macon County,Willie Wilson,OTH,597
Illinois,Macon County,David Black,GRN,410
Illinois,Macon County, Write-ins,WRI,0
Illinois,Macoupin County,Dick Durbin,DEM,8334
Illinois,Macoupin County,Danny Malouf,LIB,398
Illinois,Macoupin County,David Black,GRN,194
Illinois,Macoupin County,Willie Wilson,OTH,193
Illinois,Macoupin County, Write-ins,WRI,7
Illinois,Madison County,Dick Durbin,DEM,59178
Illinois,Madison County,Danny Malouf,LIB,2253
Illinois,Madison County,David Black,GRN,1293
Illinois,Madison County,Willie Wilson,OTH,1106
Illinois,Madison County, Write-ins,WRI,89
Illinois,Marion County,Dick Durbin,DEM,5122
Illinois,Marion County,Danny Malouf,LIB,198
Illinois,Marion County,David Black,GRN,126
Illinois,Marion County,Willie Wilson,OTH,90
Illinois,Marion County, Write-ins,WRI,7
Illinois,Marshall County,Dick Durbin,DEM,2027
Illinois,Marshall County,Danny Malouf,LIB,96
Illinois,Marshall County,Willie Wilson,OTH,70
Illinois,Marshall County,David Black,GRN,39
Illinois,Marshall County, Write-ins,WRI,3
Illinois,Mason County,Dick Durbin,DEM,2387
Illinois,Mason County,Danny Malouf,LIB,101
Illinois,Mason County,David Black,GRN,54
Illinois,Mason County,Willie Wilson,OTH,48
Illinois,Mason County, Write-ins,WRI,0
Illinois,Massac County,Dick Durbin,DEM,1857
Illinois,Massac County,Danny Malouf,LIB,70
Illinois,Massac County,Willie Wilson,OTH,40
Illinois,Massac County,David Black,GRN,31
Illinois,Massac County, Write-ins,WRI,3
Illinois,Menard County,Dick Durbin,DEM,2095
Illinois,Menard County,Danny Malouf,LIB,61
Illinois,Menard County,David Black,GRN,48
Illinois,Menard County,Willie Wilson,OTH,35
Illinois,Menard County, Write-ins,WRI,3
Illinois,Mercer County,Dick Durbin,DEM,3420
Illinois,Mercer County,Danny Malouf,LIB,133
Illinois,Mercer County,Willie Wilson,OTH,71
Illinois,Mercer County,David Black,GRN,52
Illinois,Mercer County, Write-ins,WRI,7
Illinois,Monroe County,Dick Durbin,DEM,6717
Illinois,Monroe County,Danny Malouf,LIB,257
Illinois,Monroe County,David Black,GRN,141
Illinois,Monroe County,Willie Wilson,OTH,95
Illinois,Monroe County, Write-ins,WRI,4
Illinois,Montgomery County,Dick Durbin,DEM,4293
Illinois,Montgomery County,Danny Malouf,LIB,191
Illinois,Montgomery County,Willie Wilson,OTH,112
Illinois,Montgomery County,David Black,GRN,105
Illinois,Montgomery County, Write-ins,WRI,0
Illinois,Morgan County,Dick Durbin,DEM,5548
Illinois,Morgan County,Danny Malouf,LIB,189
Illinois,Morgan County,David Black,GRN,104
Illinois,Morgan County,Willie Wilson,OTH,101
Illinois,Morgan County, Write-ins,WRI,0
Illinois,Moultrie County,Dick Durbin,DEM,1816
Illinois,Moultrie County,Danny Malouf,LIB,98
Illinois,Moultrie County,Willie Wilson,OTH,65
Illinois,Moultrie County,David Black,GRN,47
Illinois,Moultrie County, Write-ins,WRI,0
Illinois,Ogle County,Dick Durbin,DEM,9492
Illinois,Ogle County,Danny Malouf,LIB,448
Illinois,Ogle County,Willie Wilson,OTH,367
Illinois,Ogle County,David Black,GRN,227
Illinois,Ogle County, Write-ins,WRI,12
Illinois,Peoria County,Mark Curran,REP,37345
Illinois,Peoria County,Danny Malouf,LIB,1914
Illinois,Peoria County,David Black,GRN,816
Illinois,Peoria County,Willie Wilson,OTH,667
Illinois,Peoria County, Write-ins,WRI,0
Illinois,Perry County,Dick Durbin,DEM,3268
Illinois,Perry County,Danny Malouf,LIB,87
Illinois,Perry County,David Black,GRN,66
Illinois,Perry County,Willie Wilson,OTH,63
Illinois,Perry County, Write-ins,WRI,3
Illinois,Piatt County,Dick Durbin,DEM,3407
Illinois,Piatt County,Danny Malouf,LIB,157
Illinois,Piatt County,Willie Wilson,OTH,121
Illinois,Piatt County,David Black,GRN,69
Illinois,Piatt County, Write-ins,WRI,4
Illinois,Pike County,Dick Durbin,DEM,1837
Illinois,Pike County,Danny Malouf,LIB,102
Illinois,Pike County,Willie Wilson,OTH,52
Illinois,Pike County,David Black,GRN,39
Illinois,Pike County, Write-ins,WRI,5
Illinois,Pope County,Dick Durbin,DEM,520
Illinois,Pope County,Danny Malouf,LIB,14
Illinois,Pope County,Willie Wilson,OTH,14
Illinois,Pope County,David Black,GRN,7
Illinois,Pope County, Write-ins,WRI,1
Illinois,Pulaski County,Dick Durbin,DEM,1066
Illinois,Pulaski County,Willie Wilson,OTH,23
Illinois,Pulaski County,David Black,GRN,13
Illinois,Pulaski County,Danny Malouf,LIB,8
Illinois,Pulaski County, Write-ins,WRI,0
Illinois,Putnam County,Dick Durbin,DEM,1459
Illinois,Putnam County,Willie Wilson,OTH,64
Illinois,Putnam County,Danny Malouf,LIB,40
Illinois,Putnam County,David Black,GRN,28
Illinois,Putnam County, Write-ins,WRI,0
Illinois,Randolph County,Dick Durbin,DEM,4645
Illinois,Randolph County,Danny Malouf,LIB,129
Illinois,Randolph County,David Black,GRN,79
Illinois,Randolph County,Willie Wilson,OTH,77
Illinois,Randolph County, Write-ins,WRI,7
Illinois,Richland County,Dick Durbin,DEM,1932
Illinois,Richland County,Danny Malouf,LIB,116
Illinois,Richland County,Willie Wilson,OTH,54
Illinois,Richland County,David Black,GRN,34
Illinois,Richland County, Write-ins,WRI,0
Illinois,Rock Island County,Mark Curran,REP,27705
Illinois,Rock Island County,Danny Malouf,LIB,963
Illinois,Rock Island County,David Black,GRN,548
Illinois,Rock Island County,Willie Wilson,OTH,454
Illinois,Rock Island County, Write-ins,WRI,5
Illinois,St. Clair County,Mark Curran,REP,55898
Illinois,St. Clair County,Danny Malouf,LIB,1832
Illinois,St. Clair County,Willie Wilson,OTH,1221
Illinois,St. Clair County,David Black,GRN,1189
Illinois,St. Clair County, Write-ins,WRI,0
Illinois,Saline County,Dick Durbin,DEM,3246
Illinois,Saline County,Danny Malouf,LIB,145
Illinois,Saline County,Willie Wilson,OTH,75
Illinois,Saline County,David Black,GRN,60
Illinois,Saline County, Write-ins,WRI,2
Illinois,Sangamon County,Dick Durbin,DEM,48733
Illinois,Sangamon County,Danny Malouf,LIB,1337
Illinois,Sangamon County,David Black,GRN,985
Illinois,Sangamon County,Willie Wilson,OTH,933
Illinois,Sangamon County, Write-ins,WRI,0
Illinois,Schuyler County,Dick Durbin,DEM,1283
Illinois,Schuyler County,Danny Malouf,LIB,62
Illinois,Schuyler County,Willie Wilson,OTH,32
Illinois,Schuyler County,David Black,GRN,21
Illinois,Schuyler County, Write-ins,WRI,0
Illinois,Scott County,Dick Durbin,DEM,705
Illinois,Scott County,Danny Malouf,LIB,21
Illinois,Scott County,Willie Wilson,OTH,13
Illinois,Scott County,David Black,GRN,12
Illinois,Scott County, Write-ins,WRI,2
Illinois,Shelby County,Dick Durbin,DEM,2921
Illinois,Shelby County,Danny Malouf,LIB,125
Illinois,Shelby County,David Black,GRN,101
Illinois,Shelby County,Willie Wilson,OTH,100
Illinois,Shelby County, Write-ins,WRI,0
Illinois,Stark County,Dick Durbin,DEM,843
Illinois,Stark County,Danny Malouf,LIB,46
Illinois,Stark County,David Black,GRN,24
Illinois,Stark County,Willie Wilson,OTH,20
Illinois,Stark County, Write-ins,WRI,2
Illinois,Stephenson County,Dick Durbin,DEM,9043
Illinois,Stephenson County,Danny Malouf,LIB,336
Illinois,Stephenson County,Willie Wilson,OTH,294
Illinois,Stephenson County,David Black,GRN,171
Illinois,Stephenson County, Write-ins,WRI,0
Illinois,Tazewell County,Dick Durbin,DEM,25380
Illinois,Tazewell County,Danny Malouf,LIB,1557
Illinois,Tazewell County,David Black,GRN,604
Illinois,Tazewell County,Willie Wilson,OTH,467
Illinois,Tazewell County, Write-ins,WRI,0
Illinois,Union County,Dick Durbin,DEM,3102
Illinois,Union County,Danny Malouf,LIB,92
Illinois,Union County,David Black,GRN,87
Illinois,Union County,Willie Wilson,OTH,51
Illinois,Union County, Write-ins,WRI,4
Illinois,Vermilion County,Dick Durbin,DEM,11375
Illinois,Vermilion County,Willie Wilson,OTH,493
Illinois,Vermilion County,Danny Malouf,LIB,388
Illinois,Vermilion County,David Black,GRN,318
Illinois,Vermilion County, Write-ins,WRI,0
Illinois,Wabash County,Dick Durbin,DEM,1276
Illinois,Wabash County,Danny Malouf,LIB,84
Illinois,Wabash County,Willie Wilson,OTH,29
Illinois,Wabash County,David Black,GRN,20
Illinois,Wabash County, Write-ins,WRI,2
Illinois,Warren County,Dick Durbin,DEM,3049
Illinois,Warren County,Danny Malouf,LIB,96
Illinois,Warren County,Willie Wilson,OTH,53
Illinois,Warren County,David Black,GRN,47
Illinois,Warren County, Write-ins,WRI,4
Illinois,Washington County,Dick Durbin,DEM,1914
Illinois,Washington County,Danny Malouf,LIB,92
Illinois,Washington County,Willie Wilson,OTH,53
Illinois,Washington County,David Black,GRN,36
Illinois,Washington County, Write-ins,WRI,7
Illinois,Wayne County,Dick Durbin,DEM,1401
Illinois,Wayne County,Danny Malouf,LIB,94
Illinois,Wayne County,Willie Wilson,OTH,53
Illinois,Wayne County,David Black,GRN,51
Illinois,Wayne County, Write-ins,WRI,2
Illinois,White County,Dick Durbin,DEM,1686
Illinois,White County,Danny Malouf,LIB,88
Illinois,White County,Willie Wilson,OTH,51
Illinois,White County,David Black,GRN,44
Illinois,White County, Write-ins,WRI,5
Illinois,Whiteside County,Dick Durbin,DEM,12502
Illinois,Whiteside County,Danny Malouf,LIB,414
Illinois,Whiteside County,Willie Wilson,OTH,312
Illinois,Whiteside County,David Black,GRN,262
Illinois,Whiteside County, Write-ins,WRI,0
Illinois,Will County,Mark Curran,REP,144816
Illinois,Will County,Willie Wilson,OTH,14585
Illinois,Will County,Danny Malouf,LIB,4378
Illinois,Will County,David Black,GRN,2990
Illinois,Will County, Write-ins,WRI,157
Illinois,Williamson County,Dick Durbin,DEM,11473
Illinois,Williamson County,Danny Malouf,LIB,418
Illinois,Williamson County,Willie Wilson,OTH,275
Illinois,Williamson County,David Black,GRN,271
Illinois,Williamson County, Write-ins,WRI,12
Illinois,Winnebago County,Mark Curran,REP,60473
Illinois,Winnebago County,Danny Malouf,LIB,1799
Illinois,Winnebago County,Willie Wilson,OTH,1542
Illinois,Winnebago County,David Black,GRN,1392
Illinois,Winnebago County, Write-ins,WRI,0
Illinois,Woodford County,Dick Durbin,DEM,6276
Illinois,Woodford County,Danny Malouf,LIB,373
Illinois,Woodford County,Willie Wilson,OTH,169
Illinois,Woodford County,David Black,GRN,145
Illinois,Woodford County, Write-ins,WRI,4
Illinois,Cook Suburbs,Mark Curran,REP,347189
Illinois,Cook Suburbs,Willie Wilson,OTH,62330
Illinois,Cook Suburbs,Danny Malouf,LIB,11921
Illinois,Cook Suburbs,David Black,GRN,10857
Illinois,Cook Suburbs, Write-ins,WRI,0
Iowa,Adair County,Theresa Greenfield,DEM,1207
Iowa,Adair County,Rick Stewart,LIB,89
Iowa,Adair County,Suzanne Herzog,IND,36
Iowa,Adams County,Theresa Greenfield,DEM,594
Iowa,Adams County,Rick Stewart,LIB,46
Iowa,Adams County,Suzanne Herzog,IND,19
Iowa,Allamakee County,Theresa Greenfield,DEM,2602
Iowa,Allamakee County,Rick Stewart,LIB,175
Iowa,Allamakee County,Suzanne Herzog,IND,80
Iowa,Appanoose County,Theresa Greenfield,DEM,1956
Iowa,Appanoose County,Rick Stewart,LIB,168
Iowa,Appanoose County,Suzanne Herzog,IND,71
Iowa,Audubon County,Theresa Greenfield,DEM,1092
Iowa,Audubon County,Rick Stewart,LIB,70
Iowa,Audubon County,Suzanne Herzog,IND,21
Iowa,Benton County,Theresa Greenfield,DEM,5202
Iowa,Benton County,Rick Stewart,LIB,331
Iowa,Benton County,Suzanne Herzog,IND,120
Iowa,Black Hawk County,Joni Ernst,REP,29222
Iowa,Black Hawk County,Rick Stewart,LIB,1301
Iowa,Black Hawk County,Suzanne Herzog,IND,490
Iowa,Boone County,Theresa Greenfield,DEM,6316
Iowa,Boone County,Rick Stewart,LIB,385
Iowa,Boone County,Suzanne Herzog,IND,167
Iowa,Bremer County,Theresa Greenfield,DEM,5911
Iowa,Bremer County,Rick Stewart,LIB,254
Iowa,Bremer County,Suzanne Herzog,IND,84
Iowa,Buchanan County,Theresa Greenfield,DEM,4292
Iowa,Buchanan County,Rick Stewart,LIB,248
Iowa,Buchanan County,Suzanne Herzog,IND,96
Iowa,Buena Vista County,Theresa Greenfield,DEM,3022
Iowa,Buena Vista County,Rick Stewart,LIB,166
Iowa,Buena Vista County,Suzanne Herzog,IND,75
Iowa,Butler County,Theresa Greenfield,DEM,2474
Iowa,Butler County,Rick Stewart,LIB,173
Iowa,Butler County,Suzanne Herzog,IND,69
Iowa,Calhoun County,Theresa Greenfield,DEM,1531
Iowa,Calhoun County,Rick Stewart,LIB,129
Iowa,Calhoun County,Suzanne Herzog,IND,32
Iowa,Carroll County,Theresa Greenfield,DEM,3580
Iowa,Carroll County,Rick Stewart,LIB,230
